eXoID	MobyID	Game	Safe	File	Folder	Year	Publisher	Developer	Genre	Perspective	SubGenre	Misc	Series	URL	Collection	Notes	Compilation?	Foreign?	Add-On Included?	3D Graphics Card	3DFX Enabled	Video Modes	Video Resolution	SC55 Enabled	MT32 Enabled	Tandy Sound Enabled	Printer Support?	Max Players	Min CPU
DOS05383	880	Ultima II: The Revenge of the Enchantress	Ultima II - Revenge of the Enchantress	Ultima II - Revenge of the Enchantress (1983).zip	ultima2	1982	Sierra On-Line, Inc.	Richard Garriott	Role-Playing	3rd-Person Perspective,Top-Down	Fantasy,Sci-Fi / Futuristic,Turn-based		Ultima series; Theme: Fantasy	http://www.mobygames.com/game/ultima-ii-the-revenge-of-the-enchantress	Y							CGA; CGA Composite (16 colors)						1	Intel 8088 / 8086
DOS02060	878	Ultima III: Exodus	Ultima III - Exodus	Ultima III - Exodus (1983).zip	ultima3	1985	ORIGIN Systems, Inc.	ORIGIN Systems, Inc.	Role-Playing	1st-Person Perspective, Top-Down	Fantasy, Turn-based		Ultima series; Theme: Fantasy	http://www.mobygames.com/game/exodus-ultima-iii	Y							CGA; CGA Composite (16 colors)						1	Intel 8088 / 8086
DOS05386	884	Ultima IV: Quest of the Avatar	Ultima IV - Quest of the Avatar	Ultima IV - Quest of the Avatar (1985).zip	ultima4	1987	ORIGIN Systems, Inc.	ORIGIN Systems, Inc.	Role-Playing	1st-Person Perspective, Top-Down	Fantasy, Turn-based		Ultima series; Theme: Fantasy	http://www.mobygames.com/game/ultima-iv-quest-of-the-avatar	Y							CGA; EGA; CGA Composite (16 colors); Tandy / PCjr		Y	Y			1	Intel 8088 / 8086
DOS05406	691	Ultima Underworld II: Labyrinth of Worlds	Ultima Underworld 2 - Labyrinth of Worlds	Ultima Underworld 2 - Labyrinth of Worlds (1993).zip	ultimau2	1993				1st-Person Perspective	Fantasy		Ultima series; Theme: Fantasy	http://www.mobygames.com/game/ultima-underworld-ii-labyrinth-of-worlds	Y							VGA		Y	Y			1	Intel i386 SX
DOS05407	690	Ultima Underworld: The Stygian Abyss	Ultima Underworld - The Stygian Abyss	Ultima Underworld - The Stygian Abyss (1992).zip	ultimau1	1992				1st-Person Perspective	Fantasy		Ultima series; Theme: Fantasy	http://www.mobygames.com/game/ultima-underworld-the-stygian-abyss	Y							VGA		Y	Y			1	Intel i386 SX
DOS05411	808	Ultima V: Warriors of Destiny	Ultima V - Warriors of Destiny	Ultima V - Warriors of Destiny (1988).zip	ultima5	1988	ORIGIN Systems, Inc.	ORIGIN Systems, Inc.	Role-Playing	1st-Person Perspective, Top-Down	Fantasy, Turn-based		Ultima series; Theme: Fantasy	http://www.mobygames.com/game/ultima-v-warriors-of-destiny	Y							CGA; EGA; Hercules; Tandy / PCjr		Y	Y			1	Intel 8088 / 8086
DOS05410	104	Ultima VI: The False Prophet	Ultima VI - The False Prophet	Ultima VI - The False Prophet (1990).zip	ultima6	1990				3rd-Person Perspective, Top-Down	Fantasy, Turn-based		Ultima series; Theme: Fantasy	http://www.mobygames.com/game/ultima-vi-the-false-prophet	Y							CGA; VGA; EGA; Hercules; Tandy / PCjr; MCGA	320x200; 720x348	Y	Y			1	Intel 8088 / 8086
DOS05668		Ultima VII: Part Two - Serpent Isle + The Silver Seed	Ultima VII Part 2 - Serpent Isle + The Silver Seed	Ultima VII Part 2 - Serpent Isle + The Silver Seed (1993).zip	ultima72	1993	ORIGIN Systems, Inc.	ORIGIN Systems, Inc.	Adventure; Role-Playing				Ultima series; Theme: Fantasy		Y									Y	Y			1	
DOS05669		Ultima VII: The Black Gate + Forge of Virtue	Ultima VII Part 1 - The Black Gate + Forge of Virtue	Ultima VII Part 1 - The Black Gate + Forge of Virtue (1992).zip	ultima71	1992							Ultima series; Theme: Fantasy		Y									Y	Y			1	
DOS05412	1625	Ultima Worlds of Adventure 2: Martian Dreams	Ultima Worlds of Adventure 2 - Martian Dreams	Ultima Worlds of Adventure 2 - Martian Dreams (1991).zip	wultima2	1991	ORIGIN Systems, Inc.	ORIGIN Systems, Inc.	Role-Playing	Top-Down	Sci-Fi / Futuristic, Turn-based		Ultima series; Worlds of Ultima series; Theme: Sci-Fi	http://www.mobygames.com/game/ultima-worlds-of-adventure-2-martian-dreams	Y							VGA; EGA; MCGA			Y			1	Intel 8088 / 8086
DOS07208	66959	Ultimate Blackjack	Ultimate Blackjack	Ultimate Blackjack (1993).zip	UBJ1993	1993	Freeware	Accidental Software	Casino	3rd-Person Perspective	Cards / Tiles, Casino		Card game - Blackjack	http://www.mobygames.com/game/ultimate-blackjack	Y													4	
DOS05387	3297	Ultimate Body Blows	Ultimate Body Blows	Ultimate Body Blows (1994).zip	UBodyBlo	1994	Team17 Software Limited	Team17 Software Limited	Action; Fighting / Versus Fighting	3rd-Person Perspective, Side-Scrolling	Fighting		Body Blows series; Genre: Versus fighting	http://www.mobygames.com/game/ultimate-body-blows	Y							VGA						4	Intel i486
DOS05388	41844	Ultimate Cards	Ultimate Cards	Ultimate Cards (1992).zip	UltiCard	1992	MicroLeague Multimedia, Inc.	Magicode, Inc.	Casino	Platform	Cards / Tiles	Compilation / Shovelware		http://www.mobygames.com/game/ultimate-cards	Y													1	
DOS05389	11809	Ultimate Domain	Ultimate Domain	Ultimate Domain (1994).zip	UltiDoma	1994	The Software Toolworks, Inc.	Microïds	Construction and Management Simulation; Strategy	Isometric	Fantasy		Theme: Fantasy	http://www.mobygames.com/game/ultimate-domain	Y							VGA						3	Intel 80286
DOS05395	25789	Ultimate Football '95	Ultimate Football '95	Ultimate Football '95 (1995).zip	UltFot95	1995	MicroProse Software, Inc.	MPS Labs	Sports / Football	Isometric, Top-Down		Licensed Title	Sports: Football	http://www.mobygames.com/game/ultimate-football-95	Y							VGA		Y	Y			2	Intel i386
DOS07985		Ultimate Mission	Ultimate Mission	Ultimate Mission (1996).zip	UltMis96	1996	GameBox	GameBox	Role-Playing; Strategy				Theme: Sci-Fi	http://www.theisozone.com/downloads/pc/dos-games/z-ultimate-mission-pc/	Y													1	
DOS05396	4713	Ultimate NFL Coaches Club Football	Ultimate NFL Coaches Club Football	Ultimate NFL Coaches Club Football (1994).zip	UltimNFL	1994	MicroProse Software, Inc.	MPS Labs	Construction and Management Simulation; Sports / Football; Strategy	3rd-Person Perspective, Side-Scrolling	Managerial	Editor / Construction Set, Licensed Title	NFL licensees; Sports: Football	http://www.mobygames.com/game/ultimate-nfl-coaches-club-football	Y							VGA		Y	Y			2	Intel i386
DOS05397	39391	Ultimate Pinball	Ultimate Pinball	Ultimate Pinball (1996).zip	UltPinB	1996	GT Interactive Software Corp.	Teeny Weeny Games, Ltd.	Action; Pinball	Top-Down	Arcade, Pinball			http://www.mobygames.com/game/ultimate-pinball	Y							VGA						8	Intel i486
DOS05399	20697	Ultimate Soccer Manager	Ultimate Soccer Manager	Ultimate Soccer Manager (1995).zip	UltSocM1	1995	Impressions Games	Impressions Games	Construction and Management Simulation; Sports / Soccer		Managerial	Editor / Construction Set	Sports: Soccer; Ultimate Soccer Manager series	http://www.mobygames.com/game/ultimate-soccer-manager	Y							VGA						1	
DOS05400	20701	Ultimate Soccer Manager 2	Ultimate Soccer Manager 2	Ultimate Soccer Manager 2 (1996).zip	UltSocM2	1996	Sierra On-Line, Inc.	Impressions Games	Construction and Management Simulation; Sports / Soccer		Managerial	Editor / Construction Set	Sports: Soccer; Ultimate Soccer Manager series	http://www.mobygames.com/game/ultimate-soccer-manager-2	Y							SuperVGA						8	Intel i486 DX
DOS05413	22867	Ultimuh MCMLXVII: Part 2 of the 39th Trilogy - The Quest for the Golden Amulet	Ultimuh MCMLXVII - Part 2 of the 39th Trilogy - The Quest for the Golden Amulet	Ultimuh MCMLXVII - Part 2 of the 39th Trilogy - The Quest for the Golden Amulet (1993).zip	Ultimuh	1993	Nuclear Meltdown Productions	Nuclear Meltdown Productions	Action; Role-Playing; Text-Based	3rd-Person Perspective, Side-Scrolling	Fantasy		Theme: Fantasy	http://www.mobygames.com/game/ultimuh-mcmlxvii-part-2-of-the-39th-trilogy-the-quest-for-the-go	Y							VGA						1	
DOS06031		Ultizurk	Ultizurk	Ultizurk (1995).zip	ultizurk	1995	Freeware	Robert J. Deutsch	Role-Playing				Ultizurk series; Theme: Fantasy		Y													1	
DOS00112		Ultizurk 2: The Shadow Master	Ultizurk 2 - The Shadow Master	Ultizurk 2 - The Shadow Master (1993).zip	Ultizrk2	1993	Freeware	Robert J. Deutsch	Role-Playing				Ultizurk series; Theme: Fantasy		Y													1	
DOS06356	106457	Ultizurk 3: The Guildmaster's Quest	Ultizurk 3 - The Guildmaster's Quest	Ultizurk 3 - The Guildmaster's Quest (1995).zip	Ultizrk3	1995	Freeware	Robert J. Deutsch	Role-Playing				Ultizurk series; Theme: Fantasy	http://www.mobygames.com/game/ultizurk-iii-the-guildmasters-quest	Y							VGA						1	Intel i386 SX
DOS15168		Ultra Violent Worlds	Ultra Violent Worlds	Ultra Violent Worlds (1998).zip	UVWorlds	1998	Crystal Interactive	Vorlon Software	Action; Shooter / Scrolling shoot'em up				Genre: Scrolling shoot 'em up	https://www.old-games.ru/game/4524.html	Y													2	
DOS05414	1399	Ultrabots	Ultrabots	Ultrabots (1993).zip	Ultrabot	1993	Electronic Arts, Inc.	NovaLogic, Inc.	Vehicle Simulation	1st-Person Perspective	BattleMech, Sci-Fi / Futuristic		Theme: Sci-Fi	http://www.mobygames.com/game/ultrabots	Y							VGA			Y			1	Intel 80286
DOS05416	26032	Ultra-Quiz	Ultra-Quiz	Ultra-Quiz (1992).zip	Ultra-Qu	1992	Pinnacle Software	Pinnacle Software	Education; Quiz					http://www.mobygames.com/game/ultra-quiz	Y													1	
DOS07209	75404	Ultris: The Ultimate Tetris	Ultris - The Ultimate Tetris	Ultris - The Ultimate Tetris (1992).zip	Ultris	1992	Freeware	Unknown	Puzzle / Falling block puzzle		Puzzle-Solving, Turn-based		Genre: Falling block puzzle; Tetris variants	http://www.mobygames.com/game/ultris-the-ultimate-tetris	Y							VGA; EGA						2	
DOS05906	10343	Ulysses and the Golden Fleece	Ulysses and the Golden Fleece	Ulysses and the Golden Fleece (1982).zip	ulygold	1982	Sierra On-Line, Inc.	Sierra On-Line, Inc.	Adventure; Interactive Fiction				Hi-Res Adventures		Y													1	
DOS05417	3431	UMS II: Nations at War	UMS II - Nations at War	UMS II - Nations at War (1990).zip	UMSIINa	1991	Microplay Software	Intergalactic Development Inc.	Strategy	Top-Down	Historical Battle (specific/exact)	Editor / Construction Set	UMS series	http://www.mobygames.com/game/ums-ii-nations-at-war	Y							CGA; EGA						1	Intel 8088 / 8086
DOS05418	3098	UMS: The Universal Military Simulator	Universal Military Simulator, The	Universal Military Simulator, The (1993).zip	ums	1987	Firebird Software	Intergalactic Development Inc.	Strategy	Isometric, Top-Down	Historical Battle (specific/exact)	Editor / Construction Set	UMS series	http://www.mobygames.com/game/ums-the-universal-military-simulator	Y							CGA; EGA						1	Intel 8088 / 8086
DOS05419	1903	Uncharted Waters	Uncharted Waters	Uncharted Waters (1990).zip	UnchWat1	1991	KOEI Co., Ltd.	KOEI Co., Ltd.	Simulation; Strategy	3rd-Person Perspective, Top-Down	Naval		Merchant / Trade-oriented games; Uncharted Waters / Daikokai Jidai series	http://www.mobygames.com/game/uncharted-waters	Y							CGA; EGA						1	Intel 8088 / 8086
DOS05420		Uncharted Waters 2: New Horizons	Uncharted Waters 2 - New Horizons	Uncharted Waters 2 - New Horizons (1995).zip	UnchWat2	1995	KOEI Co., Ltd.	KOEI Co., Ltd.	Simulation; Strategy				Merchant / Trade-oriented games; Uncharted Waters / Daikokai Jidai series		Y													1	
DOS05421	26996	Uncle's Casino	Uncle's Casino	Uncle's Casino (1991).zip	UnclesCa	1991	Freeware	Tim Miranda	Casino		Cards / Tiles, Casino			http://www.mobygames.com/game/uncles-casino	Y													1	
DOS05422	17442	Uncover It	Uncover It	Uncover It (1994).zip	UncoverI	1994	Mirage Software	NSG	Action; Paddle & Pong	3rd-Person Perspective	Adult, Arcade, Paddle / Pong		Breakout variants	http://www.mobygames.com/game/uncover-it	Y							VGA						1	Intel i386
DOS05423	850	Under a Killing Moon	Under a Killing Moon	Under a Killing Moon (1994).zip	kmoon	1994				1st-Person Perspective	Detective / Mystery, Post-Apocalyptic, Puzzle-Solving, Sci-Fi / Futuristic		Genre: Mystery; Tex Murphy series; Theme: Sci-Fi	http://www.mobygames.com/game/under-a-killing-moon	Y							VESA; SuperVGA		Y	Y			1	Intel i386 DX
DOS05424	14947	Under Fire	Under Fire	Under Fire (1987).zip	UnderFir	1988	The Avalon Hill Game Company	Microcomputer Games, Inc.	Strategy	Side-Scrolling, Top-Down			Historical Conflict: World War II	http://www.mobygames.com/game/under-fire	Y							CGA; Hercules						2	Intel 8088 / 8086
DOS17553		Under Starters Orders		Under Starters Orders (1988).zip	USO	1988	Freeware	Tom Wharton	Simulation						Y													4	
DOS06357		Under the Ice	Under The Ice	Under The Ice (1987).zip	UnderIce	1987	PC-SIG	PC-SIG	Adventure; Interactive Fiction						Y													1	
DOS06358		Underhill	Underhill	Underhill (1988).zip	Underhil	1988	Freeware	Ian Morton	Adventure; Interactive Fiction				Theme: Fantasy		Y													1	
DOS05425	10847	Undersea Adventure	Undersea Adventure	Undersea Adventure (1994).zip	Undersea	1994	Knowledge Adventure, Inc.	Knowledge Adventure, Inc.	Adventure; Education; Puzzle	3rd-Person Perspective, Top-Down	Naval, Puzzle-Solving			http://www.mobygames.com/game/undersea-adventure	Y							VGA; SuperVGA		Y				1	Intel i386
DOS05426	1071	Uninvited	Uninvited	Uninvited (1986).zip	Uninvite	1986	Mindscape, Inc.	ICOM Simulations, Inc.	Adventure	1st-Person Perspective	Horror		Theme: Horror	http://www.mobygames.com/game/uninvited	Y							CGA						1	Intel 8088 / 8086
DOS05427	21205	United States Quiz	United States Quiz	United States Quiz (1993).zip	UnitedSt	1993	Freeware	Will Menninger	Education; Quiz		Arcade, Game Show, Puzzle-Solving			http://www.mobygames.com/game/united-states-quiz	Y							VGA						1	Intel 80286
DOS15813		Universal Forces: Eardis Second Edition	Universal Forces Eardis Second Edition	Universal Forces Eardis Second Edition (1997).zip	UFEardis	1997	CD Utopia	Soft Action	Action; Shooter					https://www.old-games.ru/game/5603.html	Y													1	
DOS05428	24723	Universal Warrior	Machines, The	Machines, The (1995).zip	Universa	1995				Top-Down	Arcade, Managerial, Real-Time, Sci-Fi / Futuristic, Shooter			http://www.mobygames.com/game/universal-warrior	Y							VGA			Y			2	Intel i386
DOS05429	7091	Universe	Universe	Universe (1994).zip	univcore	1994				3rd-Person Perspective	Puzzle-Solving, Sci-Fi / Futuristic		Theme: Sci-Fi	http://www.mobygames.com/game/universe	Y							VGA	640x480					1	Intel i386 SX
DOS05430	23789	Universe (1987)	Universe	Universe (1987).zip	univ1	1987	Omnitrend Software, Inc.	Omnitrend Software, Inc.	Adventure; Role-Playing; Strategy		Real-Time, Sci-Fi / Futuristic		Universe series; Theme: Sci-Fi	http://www.mobygames.com/game/universe_	Y							CGA						1	Intel 8088 / 8086
DOS05431	2173	Universe 3	Universe 3	Universe 3 (1990).zip	univ3	1989	Omnitrend Software, Inc.	Omnitrend Software, Inc.	Adventure; Role-Playing	Top-Down	Puzzle-Solving, Sci-Fi / Futuristic		Universe series; Theme: Sci-Fi	http://www.mobygames.com/game/universe-3	Y							CGA; EGA; EGA (Tweaked)						1	Intel 8088 / 8086
DOS05432	53329	Universe II	Universe 2	Universe 2 (1989).zip	univ2	1986	Omnitrend Software, Inc.	Omnitrend Software, Inc.	Adventure; Role-Playing; Strategy; Vehicle Simulation		Interactive Fiction, Sci-Fi / Futuristic, Turn-based		Universe series; Theme: Sci-Fi	http://www.mobygames.com/game/universe-ii	Y							CGA; EGA						1	Intel 8088 / 8086
DOS05433	710	Unlimited Adventures	Unlimited Adventures	Unlimited Adventures (1993).zip	unlimadv	1993	Strategic Simulations, Inc.	MicroMagic, Inc.	Role-Playing	1st-Person Perspective	Fantasy, Turn-based	Editor / Construction Set, Licensed Title	D&D / AD&D licensees; Forgotten Realms world; Theme: Fantasy	http://www.mobygames.com/game/unlimited-adventures	Y							VGA			Y			1	Intel 80286
DOS15169		Unlimited Warriors	Unlimited Warriors	Unlimited Warriors (1996).zip	UnlWarr	1996	Space Interactive	Digitalica	Action; Fighting / Versus Fighting				Genre: Versus fighting	https://www.old-games.ru/game/5448.html	Y													2	
DOS05434	8656	Unnatural Selection	Unnatural Selection	Unnatural Selection (1993).zip	Unnatura	1993	Maxis Software Inc.	Maxis Software Inc.	Action; Puzzle; Simulation	3rd-Person Perspective, Top-Down	Sci-Fi / Futuristic		Theme: Sci-Fi	http://www.mobygames.com/game/unnatural-selection	Y							VGA; VGA (Tweaked); MCGA						1	Intel i386 SX
DOS05435	10477	Unnecessary Roughness	Unnecessary Roughness	Unnecessary Roughness (1993).zip	Unnecess	1993	Accolade, Inc.	Accolade, Inc.	Sports / Football	Isometric, Top-Down		Licensed Title	Sports: Football; Unnecessary Roughness series	http://www.mobygames.com/game/unnecessary-roughness	Y							SuperVGA		Y	Y			2	
DOS05436	2837	Unnecessary Roughness '95	Unnecessary Roughness '95	Unnecessary Roughness '95 (1994).zip	Unnece95	1994	Accolade, Inc.	Accolade, Inc.	Sports / Football	Isometric, Top-Down		Editor / Construction Set, Licensed Title	Sports: Football; Unnecessary Roughness series	http://www.mobygames.com/game/unnecessary-roughness-95	Y							VGA; SuperVGA		Y	Y			2	Intel i386 DX
DOS05437	4480	Unnecessary Roughness '96	Unnecessary Roughness '96	Unnecessary Roughness '96 (1995).zip	Unnece96	1995	Accolade, Inc.	Accolade, Inc.	Sports / Football	3rd-Person Perspective, Isometric	Managerial	Editor / Construction Set	Sports: Football; Unnecessary Roughness series	http://www.mobygames.com/game/unnecessary-roughness-96	Y							SuperVGA						2	Intel i486 DX2
DOS07481	78150	Unnkulia One-Half: The Salesman Triumphant	Unnkulia One-Half - The Salesman Triumphant	Unnkulia One-Half - The Salesman Triumphant (1993).zip	Unnk12	1993	Freeware	D.A. Leary	Adventure; Interactive Fiction				Unnkulian Unventure series; Theme: Fantasy	http://www.mobygames.com/game/unnkulia-one-half-the-salesman-triumphant	Y													1	
DOS07480	78149	Unnkulia Zero: The Search for Amanda	Unnkulia Zero - The Search for Amanda	Unnkulia Zero - The Search for Amanda (1993).zip	Unnk0	1993	Freeware	D.A. Leary	Adventure; Interactive Fiction				Unnkulian Unventure series; Theme: Fantasy	http://www.mobygames.com/game/unnkulia-zero-the-search-for-amanda	Y													1	
DOS06359	78166	Unnkulian Underworld : The Unknown Unventure	Unnkulian Underworld - The Unknown Unventure	Unnkulian Underworld - The Unknown Unventure (1993).zip	Unnkulia	1990	Freeware	D.A. Leary	Adventure; Interactive Fiction				Unnkulian Unventure series	http://www.mobygames.com/game/unnkulian-underworld-the-unknown-unventure	Y													1	
DOS07483	78167	Unnkulian Unventure II: The Secret of Acme	Unnkulian Unventure II - The Secret of Acme	Unnkulian Unventure II - The Secret of Acme (1991).zip	Unnk2	1991	Freeware	D.A. Leary	Adventure; Interactive Fiction				Unnkulian Unventure series; Theme: Fantasy	http://www.mobygames.com/game/unnkulian-unventure-ii-the-secret-of-acme	Y													1	
DOS05438	6161	Uno	Uno	Uno (1991).zip	Uno91	1991	Reasonable Solutions, Inc.	Reasonable Solutions, Inc.	Board Game / Party Game		Board / Party Game, Cards / Tiles			http://www.mobygames.com/game/uno_	Y													1	Intel 8088 / 8086
DOS05439	16391	Unreal	Unreal	Unreal (1991).zip	Unreal	1991	Ubi Soft Entertainment Software	Ordilogic Systems	Action; Puzzle	3rd-Person Perspective	Fantasy, Puzzle-Solving		Theme: Fantasy	http://www.mobygames.com/game/unreal-	Y							VGA; EGA						1	Intel 80286
DOS05440	55735	UnReal World	UnReal World	UnReal World (1994).zip	unrealW	1992	The Three Relaxed Byte-Biters	The Three Relaxed Byte-Biters	Role-Playing	Top-Down	Fantasy, Turn-based		Theme: Fantasy	http://www.mobygames.com/game/unreal-world	Y													1	
DOS05441	22633	Untima IX: Descension	Untima IX - Descension	Untima IX - Descension (2003).zip	untima	2003	Freeware	Garrett Birkel	Role-Playing	Top-Down	Fantasy		Theme: Fantasy	http://www.mobygames.com/game/untima-ix-descension	Y													1	Intel i386
DOS05443	25093	Up 'n Down	Up 'n Down	Up 'n Down (1987).zip	UpnDown	1987	Sega Enterprises, Inc.	Sega Enterprises Ltd.	Arcade; Racing & Driving	3rd-Person Perspective, Isometric	Arcade			http://www.mobygames.com/game/up-n-down	Y							CGA	320x200					2	Intel 8088 / 8086
