Identification FileName	Size	CRC32	eXoID	ZIP	Boot	Image	StartingExe	StartingExeSize	StartingExeCRC	IDFileFolder	Rowstart	Rowlines	eXoDOS entry?	Same ID, Name and Size	Unique File
FINAGLE.EXE	46414	EDD29F39	DOS00248	Finagle (1992).zip						finagle\					1
PAPU.EXE	86999	4D12D290	DOS00249	Papu's Odyssey (1993).zip						papuody\					1
RELIX.EXE	64429	465DFB47	DOS00250	Relix (1993).zip						relix\					1
FLAME.EXE	147276	8AA7214A	DOS00251	Flame Storm (1995).zip						flamstrm\FStorm\					1
ALLIANCE.EXE	235807	68191AB8	DOS00252	Kahjar - The Bratockian Saga Part III (1995).zip						kahjar\Alliance\					1
chex3.wad	9348448	A6A5BF06	DOS00253	Chex Quest 3 (1996).zip			run.bat	503	B68129BB	ChexQ3\					1
BOBHELL.EXE	155031	16D2B925	DOS00254	Construction Bob Escapes from Hell (1995).zip						Cbobhell\					1
CUNTLET.EXE	81356	28B32981	DOS00255	Cuntlet (1992).zip						cuntlet\					1
FR2.EXE	9560	4B8F3D25	DOS00256	Fox Ranger 2 (1993).zip			run.bat	2201	6C735581	FoxRang2\FoxII\					1
oil.img	184320	F9BD3885	DOS00257	Oil's Well (1984).zip	Boot					OilsWllP\					1
DESPAIR.EXE	4158	FC820878	DOS00258	Despair! (1995).zip						Despair\Despair\					1
fr.exe	50926	18716711	DOS00259	Freaks (1993).zip						freaks\					1
NOSTRA.EXE	3716	F3A811CB	DOS00260	Cosa Nostra, La (1994).zip						LaCosa\LaCosad\					1
75.EXE	23272	B66B0C24	DOS00261	Rock 'n Shaolin - Legend of the Seven Paladins 3D (1994).zip						euijeok\75\					1
PNOCOMP.EXE	167312	4D1A6FD6	DOS00262	Troubled Tower (1994).zip			START.BAT	9	AF3B65F0	trobtow\					1
OBJDEF0.SAC	80498	B2354DCE	DOS00263	Eternal Prison (1995).zip			PRISON.BAT	138	7595D208	eterpri\					1
GORE.EXE	3716	F3A811CB	DOS00264	Gore Galore - The Breakout (1995).zip						goregal\					1
CUMBAT.EXE	206320	518AC3BC	DOS00265	Immoral Cumbat (1995).zip						imcumb\					1
IKILLERS.EXE	4146	48A328B0	DOS00266	Industrial Killers (1995).zip						indkill\					1
OBJDEF0.SAC	77646	1C846668	DOS00267	Terror in Christmas Town (1995).zip			BEGIN.BAT	1728	CFFEB4DE	terrxmas\xmas\					1
OBJDEF0.SAC	37850	2371196F	DOS00268	3D Hamster's Adventure (1996).zip			HAMSTER.BAT	127	E13E9867	3dham\					1
GO.EXE	1421	7AB640F5	DOS00269	Duracell - Run the Bunny (1996).zip						duracell\					1
MASTER3D.EXE	107612	6E8F70B9	DOS00270	Master Won Liu 3D (1996).zip			run.bat	643	65CA1A9A	mastwon\					1
MAIN.EXE	642247	ED2D38ED	DOS00271	Rodger Ramrod (1996).zip			RRR.BAT	29	9FC96DED	rodger\					1
A.exe	829544	DE370386	DOS00272	Transland (1996).zip			Tl.bat	7	1C407748	tranland\tl\					1
FATE.EXE	741347	ED526A83	DOS00273	Fate (1996).zip						fatedemo\					1
SM.EXE	41652	561CC703	DOS00275	StarMines (1991).zip						StarMine\					1
SFI.EXE	45088	8CA7C1B8	DOS00276	Stick Fighter I (1991).zip						StickFi1\					1
lastknight.iso	9003008	66C3DD01	DOS00277	Last Knight, The (1997).zip		Image				TheLastK\cd\					1
TAB.EXE	128989	F47E4950	DOS00278	2x2 (1995).zip						2x2\					1
CYBWAR.EXE	158820	6116C31C	DOS00280	ThunderGun - The Cybwar Mission (1997).zip						thungun\cybwar\					1
CONSPIRACY.img	252651840	B3E018AC	DOS00281	KGB Conspiracy (1992).zip			run.bat	518	81A89B5F	kgbconsp\					1
adv03.dat	15275	A9654E8D	DOS00282	Mission Impossible (1979).zip			SCOTT.EXE	27594	9DAEBDDE	semissi\					1
PW.EXE	530165	D0A7C089	DOS00283	War Planets - Age of Chaos (1997).zip			WP.BAT	30	4C044C7C	warplan\warplan\					1
DUKE.EXE	4158	FC820878	DOS00284	Duke Screw 'Em 38D (1997).zip						duke38d\duke\					1
ZAR.EXE	1463421	0DE53C7E	DOS00285	Zone of Artificial Resources (1997).zip			RUN.BAT	519	8C88CAB1	ZAR\ZAR\					1
CBS2.EXE	5092	876428DC	DOS00286	3D Pinball (1992).zip			CBS12.BAT	40	3D38DD11	3DPinba\					1
3DWORLD.EXE	268945	ADF4DA6B	DOS00287	3DWorld (1994).zip						3DWorld\					1
ADV.EXE	109731	1033FD69	DOS00292	Adventures of Lance, The (1990).zip						AdvLance\					1
netwars.exe	78694	83A6351E	DOS00299	Advanced NetWars (1997).zip						ADVNetW\					1
asc.exe	2269336	E25EA4B5	DOS00300	Advanced Strategic Command (1998).zip						AdvSTCO\					1
VE_PSYCH.EXE	58048	09A44735	DOS00301	Advanced Thinking Skills (1992).zip			THINK2.BAT	366	1CDF96D3	AdvTS\					1
AXORU.EXE	133104	CBC4BB81	DOS00302	Advanced Xoru (1989).zip						advxoru\					1
TATOU.COM	3620	AFAFA5BE	DOS00303	Advantage Tennis (1991).zip						Advantag\					1
Aliens!.adv	6622	BDA6AE7C	DOS00305	Adventure Book (2001).zip			run.bat	424	2005A90A	AdvBook\					1
Gnomic.adv	5889	C84B67C8	DOS00305	Adventure Book (2001).zip			run.bat	424	2005A90A	AdvBook\					1
SERDRV.EXE	94879	F35EF2C9	DOS00307	Amulets and Armor (1997).zip			run.bat	640	9F8A6686	amularm\					1
ANACREON.EXE	201968	56E4CAED	DOS00308	Anacreon - Reconstruction 4021 (1987).zip						anacreon\					1
game.exe	128864	846B215E	DOS00309	ANAL - The Rectum Adventure (2003).zip						ANALTheR\					1
AMTAIL.EXE	250688	A757095E	DOS00310	An American Tail - Fievel Goes West (1993).zip			run.bat	681	5F27CBBF	fievelw\					1
anchor.z8	520192	288C7857	DOS00312	Anchorhead (1998).zip			frotz.exe	129024	57987597	anchorhe\					1
WASET.EXE	166850	E95ED1CA	DOS00313	Ancient Art of War at Sea (1987).zip						anciaws\					1
SKIES.EXE	407365	5F04A9E7	DOS00314	Ancient Art of War in the Skies (1992).zip			run.bat	490	ECF3B5C5	anciawsk\					1
BD.EXE	679640	7164B347	DOS00315	Baldies (1996).zip			RUN.BAT	899	30A8147B	baldies\baldies\					1
BBF10.EXE	160706	0EA12BC0	DOS00316	Ball Blazing Fantasy (2003).zip			BBFSB.BAT	102	9ECBD52D	BallBlaz\					1
CRB.EXE	77793	F2B0C1D8	DOS00317	Ball Breakers Corp. (1993).zip						BallBrk\					1
BALGAME2.EXE	21112	C4805FB6	DOS00318	Ballgame 2 (1992).zip						bgame2\					1
VEGAME.COM	22285	448D7485	DOS00319	Ball Game, The (1991).zip			BALLGAME.BAT	156	D3CD24E5	ballgame\					1
ballisti.exe	35136	091D1939	DOS00320	Ballistix (1989).zip						Ballisti\					1
BALLOONC.EXE	79036	B2A03DDF	DOS00321	Balloon Challenge (1993).zip						ballooch\					1
BALLOONZ.EXE	51141	2E77354F	DOS00322	Balloonz (1993).zip						balloonz\					1
BALLS10.EXE	34962	D879EDD2	DOS00323	Ball Race (1988).zip						ballrace\					1
ballyhoo.dat	153600	ADE9DC8B	DOS00324	Ballyhoo (1986).zip			frotz.exe	129024	57987597	ballyhoo\					1
banatron.exe	57816	9849452F	DOS00325	BananaTron (1989).zip						BananaTr\					1
BANANOID.EXE	23803	E5A5F75B	DOS00326	Bananoid (1989).zip						Bananoid\					1
BANDIT.EXE	23936	1E1D4999	DOS00327	Bandit (1986).zip						Bandit\					1
BJ.EXE	63586	41431B75	DOS00328	Beetlejuice in - Skeletons in the Closet (1990).zip						Beetleju\					1
begin2.exe	248522	CCF12D5E	DOS00329	Begin - A Tactical Starship Simulation (1989).zip						begints\					1
Beneath a Steel Sky.iso	73052160	F73D8A18	DOS00330	Beneath a Steel Sky (1994).zip		Image	run.bat	472	E205B090	bass\sky\					1
START.EXE	27547	CB09074B	DOS00331	Berenstain Bears - Learning At Home, The, Volume One (1993).zip						BBLaH1\athome\					1
vgame.exe	252778	5AF45390	DOS00332	Berlin 1948 (1989).zip			berlin.bat	1469	C82369E3	berlin\					1
bert.exe	55296	80CFA1FF	DOS00334	Bert and the Snake (1983).zip						Bertandt\					1
classic.exe	80748	97F4B557	DOS00337	Classic Concentration (1988).zip						classcon\					1
classic2.exe	77196	20DD6894	DOS00338	Classic Concentration - 2nd Edition (1989).zip						classcn2\					1
CLIF.EXE	995181	32F99D28	DOS00342	Clif Danger (1996).zip						ClifDang\Clif\					1
CLIMBER.BAS	3637	656DDCC5	DOS00343	Climber 5 (1987).zip			GWBASIC.EXE	80608	2A44AF39	Climber\					1
NIGHT.EXE	10060	2D068170	DOS00344	Clive Barker's Nightbreed - The Action Game (1990).zip			run.bat	496	4864F080	CliveBar\					1
NIGHT.EXE	26184	9F3E5840	DOS00345	Clive Barker's Nightbreed - The Interactive Movie (1990).zip			run.bat	698	EE55FCF9	nitebred\					1
MA-ET.EXE	12480	CFCB1594	DOS00346	E.T. - No More Mr. Nice Alien (1997).zip						ETNoMore\					1
CORE.EXE	6996	BD263EBE	DOS00347	European Champions (1993).zip			EC.BAT	9	319AE245	EuroCh\					1
football.exe	76352	E45205B6	DOS00348	European Championship 1992 (1992).zip			ENGLISH.BAT	16	5F76E3B9	European\					1
eurorace.iso	410517504	453BCF4A	DOS00349	European Racers (1993).zip		Image				EuroRace\CD\					1
SOCCER.EXE	215103	96F9061F	DOS00350	European Superleague (1991).zip			ES.BAT	39	FAF9AE49	eurosl\					1
EURO.COM	870	01FDFD13	DOS00352	Euro Soccer (1992).zip						EuroSoc\					1
ATR.EXE	4650	9A01A55A	DOS00354	Evasive Action (1993).zip			RUN.BAT	344	7D042F10	EvasiveA\					1
ATP.EXE	121469	3955EDDF	DOS00355	Airline Simulator (1996).zip			AS.BAT	48	66048F41	AirLSim\ATP97\					1
AIRPUCK.EXE	53818	34393D03	DOS00356	Air Puck (1992).zip						AirPuck\					1
ALDO2.EXE	83712	B2F82127	DOS00357	Aldo Again (1989).zip						AldoAga\					1
APOOL.EXE	137556	63788AB5	DOS00360	Another Pool (1995).zip						AnoPool\					1
ant.exe	203957	C4220F50	DOS00361	Ant Attack (1994).zip						AntAtta\					1
Arcade2.IMA	737280	28BC53BA	DOS00362	Arcade 2 (1992).zip		Image				Arcade2\					1
PRESENT.IO	60606	B431F947	DOS00363	Transarctica (1993).zip			START.EXE	43462	BC609EE1	Transarc\trans\					1
AF2.EXE	1538617	AEE7D442	DOS00364	Armored Fist 2 (1997).zip			run.bat	465	1916F640	ArmFist2\af2\					1
ARMORIK.COM	33337	652126A9	DOS00365	Armorik the Viking - The Eight Conquests (1988).zip						Armorik\					1
ARO2.EXE	161667	B62FCBB3	DOS00366	Aro II (1997).zip						AroII\					1
AUTKA.EXE	127628	A9D5FEB4	DOS00368	Autka (1997).zip						Autka\gry\autka\					1
CRUSADE.D$$	50463	4A5BDD2B	DOS00369	Crusade (1992).zip			CRUSADE.BAT	13	503DC946	crus1992\					2
PIRATE.D$$	44793	543E8BEE	DOS00370	Pirate's Adventure (1992).zip			PIRATE.BAT	26	36872597	piradv92\					1
CASTLE2.D$$	18792	50997377	DOS00371	Wizard's Castle, The (1994).zip			CASTLE2.BAT	11	4D2C2761	wizcas2\					1
AGRAVATE.EXE	79326	C7BF1338	DOS00372	Agravation (1989).zip						aggrva89\					1
ARMADA.EXE	265898	F357E4F9	DOS00373	Armada (1992).zip						armad92\					1
GAMMON.EXE	42240	E909E13E	DOS00374	Backgammon (1982).zip						bgam82\					1
MENU.EXE	21723	1748CE6E	DOS00375	Backgammon (1986).zip						bgam86\					1
B-GAMMON.EXE	78998	98E5F95A	DOS00376	Backgammon (1987).zip						bgam87\					1
B.EXE	18944	B836F9BD	DOS00377	Block Out (1989).zip						blkout89\					1
GENESHIP.EXE	56816	9BFBA40F	DOS00378	Battleship (1986).zip						bship86\					1
BATSHIP.EXE	64918	7D029AF3	DOS00379	Battleship (1988).zip						bship88\					1
CHESS.EXE	121576	4A6537BA	DOS00380	Chess (1995).zip			DOS4GW.EXE	265396	5CC34B0F	chessKS\					1
CRAZY8.EXE	27806	E08077AC	DOS00381	Crazy Eights (1984).zip						crazy884\					1
CRAZY8S.EXE	83680	C73F30E7	DOS00382	Crazy Eights (1992).zip						crazy892\					1
STARTUP.EXE	152412	C6B16DB0	DOS00383	Draw Poker (1993).zip						DPok1993\					1
HIROLLER.EXE	79360	C9B9DA9C	DOS00384	Highroller (1985).zip						HR85\					1
MM.EXE	38048	C83C036D	DOS00385	MasterMind (1987).zip						mm1987\					1
START.COM	40051	06D229FD	DOS00386	Star Lord (Keith Cox)(1987).zip						slord87\					1
STARLORD.EXE	13064	1C7E80D3	DOS00387	Star Lord (Softbook)(1987).zip						slord872\					1
MRH_SORP.EXE	26306	7CB416C6	DOS00388	Sorry! (1990).zip			SORRY.BAT	128	E5FC5448	sorry90\					1
tetris.exe	41648	855AFA90	DOS00389	Tetris (1991).zip						tetris91\					1
TP.EXE	116656	8A7496E0	DOS00390	Trivial Pursuit (1989).zip						TrivPur\					1
TWINS.EXE	572842	261233C2	DOS00391	Twins (1993).zip						twinsFM\					1
WHEEL.EXE	45746	8CD56C7B	DOS00392	Wheel of Fortune (1986).zip						wheelfg\					1
BLKJACK.COM	28956	3C676939	DOS00393	Blackjack (1987).zip						bjck1987\					1
BJ.EXE	108784	99D8F80E	DOS00394	Blackjack (1989).zip						bjck1989\					1
RUNAWAY.EXE	56627	CAF9F3D4	DOS00395	Runaway (1990).zip						run1990\					1
ALIENS.EXE	19664	26774FFF	DOS00396	Aliens (1989).zip						alien89\					1
MH.EXE	116000	969D3366	DOS00397	Manhole (1992).zip						manh1992\					1
GALLERY.COM	20608	A0305991	DOS00398	Shooting Gallery (1986).zip						Shooti86\					1
AVENGER.EXE	228601	211F9E97	DOS00401	Avenger (1997).zip						Avenger\					1
BL.EXE	193404	585B7116	DOS00402	Backlash - A Turret Gunner Simulation (1995).zip			BACKLASH.BAT	46	835EAE44	Backlash\					1
BANDITS!.EXE	71332	193023DD	DOS00403	Bandits! (1992).zip			BANDITS!.COM	192	08E0272F	Bandits\					1
CDODGE.EXE	8448	CB620D68	DOS00404	Baoxiao Duobiqiu (1993).zip			run.bat	1367	A01845D5	BaoxDuo\					1
BIZNES.EXE	23001	70BBE25F	DOS00409	Biznesman (1988).zip						biznes\					1
BLACKBOX.EXE	26235	E7402EFD	DOS00410	Black Box (1987).zip						blakbox\					1
BL.EXE	69941	C3821699	DOS00411	Blow Up! (1987).zip			ERE.BAT	41	3D4D32B7	BlowUp\					1
BOX.EXE	10101	CCD8049C	DOS00412	Box Ranger (1992).zip			run.bat	559	6CEF96DC	boxrang\					1
BRAIN.EXE	93217	348950B5	DOS00413	Brain Artifice (1991).zip						BraiArti\					1
LUNCHBOX.EXE	21216	4454423C	DOS00414	Brandon's Big Lunchbox (1989).zip						bbiglbox\					1
START.EXE	2468	1AFC2645	DOS00415	Brzdac (1995).zip						Brzdac\					1
PIRATES.COM	40299	30D29822	DOS00416	Space Pirate (1988).zip			PIRATE.BAT	19	1005DCCC	spire88\					1
ACFIX.COM	128	5502A638	DOS00417	Astrocounter of Crescents (1996).zip						AstrCntr\crescent\					1
VOL.0	617087	50A691BA	DOS00418	Tonight The Shrieking Corpses Bleed (2004).zip			AGI.COM	3115	9D4EB9A4	ttscb\					1
Al Pond 2.exe	76179	B1F69B40	DOS00419	Al Pond 2 - Island Quest (2007).zip			run.bat	661	F511AB47	alpond2\					1
Al Pond.com	3115	9D4EB9A4	DOS00420	Al Pond on Holiday (2003).zip						alpondho\					1
resource.001	150513	74783B03	DOS00421	Another DG Game - I want my C64 back (2002).zip			sciv.exe	76179	B1F69B40	dgfc64\					1
AQDemo_D.exe	39424	C9BF9022	DOS00422	Apocalyptic Quest (2003).zip						apocques\					1
resource.001	596688	48440BB1	DOS00423	Bluntman and Chronic P.C. Version (2003).zip			run.bat	679	03CCF89B	blntchrn\					1
resource.001	302000	5C537BE2	DOS00424	Curt's Quest (2007).zip			run.bat	616	804FE122	curtques\					1
JQ1.EXE	44443	FD6DEE90	DOS00425	Jim Quest 1 - The Phantom Thesis (2007).zip						jimqus\					1
resource.001	158906	ADD28F72	DOS00426	LockerGnome Quest (2007).zip			SCIV.EXE	44443	FD6DEE90	gnomeq\					1
resource.001	1881839	15A9B542	DOS00427	Black Cauldron, The - Point and Click (2010).zip			SCIV.EXE	44443	FD6DEE90	blackpc\					1
resource.001	338303	9289100B	DOS00428	Farm Nightmare, The (2007).zip			SCIV.EXE	44443	FD6DEE90	farmnite\					1
resource.001	244794	90A12A54	DOS00429	Gem Scenario, The (2007).zip			SCIV.EXE	44443	FD6DEE90	gemscen\					1
JB2.exe	75203	CE7EFB20	DOS00430	Dr. Jummybummy's Space Adventure 2 (2010).zip						jumbum2\					1
resource.001	168069	87FC63D4	DOS00431	LockerGnome Quest Redux (2012).zip			SCIV.BAT	33	5E913F8D	gnomer\					1
resource.001	300398	2F0F6AFE	DOS00432	Legend of the Lost Jewel (2007).zip			SCIV.EXE	44443	FD6DEE90	llgdemo\					1
VOL.0	375909	47DD3956	DOS00433	Al Pond 1 - Al Lives Forever (2002).zip			AGI.COM	3115	9D4EB9A4	alpond1\					1
BUDDYROS.EXE	83232	6B72E955	DOS00434	Buddyros (1995).zip						Buddyros\					1
START.EXE	6928	ADBAD621	DOS00435	Bulls-eye!! (1992).zip						BullsEye\					1
MANAGER.EXE	235350	7D9B5358	DOS00437	Bundesliga Manager (1990).zip						BundMana\					1
CADDIE.EXE	114496	4545DD7F	DOS00438	Caddiehack (1994).zip						CaddHack\					1
CP.EXE	79697	EA004872	DOS00439	Caesars Palace (1990).zip						CaesPalc\					1
CUBES.EXE	343935	B0EE78FF	DOS00440	Calamari Cubes (1997).zip						Calamari\					1
CANTON.EXE	150418	C98DBC92	DOS00441	Canton - An Atlas Pathfinder Adventure (1994).zip						CaAPAdv\nnn\					1
GOLD.EXE	57403	BF479D97	DOS00442	Carl Lewis' Go for the Gold (1990).zip						CarlLew\					1
CasinoTnmtOfChamp.BIN	379163568	69831D53	DOS00443	Casino Tournament of Champions (1995).zip		Image				CTorOCh\cd\					1
CM.EXE	718208	56EDF8D5	DOS00446	Championship Manager Italia (1993).zip						CMItalia\					1
resource.001	279627	00412BB0	DOS00447	Circus Quest (2010).zip			SCIV.EXE	44443	FD6DEE90	circusqu\					1
resource.001	295425	D90290A1	DOS00448	New Year's Mystery (2007).zip			SCIV.EXE	44443	FD6DEE90	newyears\					1
resource.001	455209	B99232AA	DOS00449	Quest for the Cheat, The (2007).zip			SCIV.EXE	44443	FD6DEE90	QftC\					1
resource.001	131810	91A12BBE	DOS00450	SCI-Man (2007).zip			SCIV.EXE	44443	FD6DEE90	sci-man\					1
resource.001	147878	B6AD24B5	DOS00451	SCI Capture the Flag (2007).zip			SCIV.EXE	44443	FD6DEE90	capflag\					1
VOL.0	41816	2F4B4573	DOS00452	AGI Tetris (2004).zip			SIERRA.COM	3115	9D4EB9A4	agitet\					1
Ocean Battle.exe	44443	FD6DEE90	DOS00453	Ocean Battle (2007).zip						ocbatt\					1
GIANA.EXE	58360	DFEBB006	DOS00454	Giana Sisters (1996).zip						giana\					2
X-MAS.EXE	56838	367AFEE2	DOS00455	Giana Sisters X-Mas 98 (1998).zip						gianax\					1
KEKE2.EXE	40608	F7E2E59D	DOS00456	Keke II (1998).zip						keke2\					1
ACROSS.EXE	373987	40C2988F	DOS00457	Action SuperCross (1997).zip						acsupxrs\					1
FB.EXE	389994	C155C52B	DOS00458	Fort Boyard - The Challenge (1995).zip			BOYARD.BAT	28	379B21C0	FtBoyard\boyard\					1
cd.BIN	460215840	0FF69B00	DOS00459	Rescue the Scientists (1994).zip			run.bat	718	90B868E8	RescSci\					1
KAV.PGM	342656	0B402308	DOS00460	America Adventure (1993).zip			run.bat	489	7D60A7BE	AmerAdv\americ\					1
SOCCER.EXE	1421	FD21CF90	DOS00461	Pro Team Soccer (1995).zip						PTSoc\soccer\					1
CHEUNHA.EXE	103784	1D8CA7C4	DOS00463	Invincible Fighter (1994).zip			run.bat	481	86B6721B	Cheonha\					1
EDCHESS.EXE	56146	E9F42FCD	DOS00464	Ed Chess (1994).zip						edchess\					2
ECHESS.EXE	60105	9ED0B99F	DOS00467	Colossus X Chess (1990).zip						ColXchss\					1
TITLE.EXE	56424	43C8A3CA	DOS00468	Combat Checkers (1991).zip						comcheck\					1
tower.bas	7955	63FD60C0	DOS00470	COMPUTE!'s Guide to Adventure Games (1984).zip			GWBASIC.EXE	80608	2A44AF39	COMPUTE\					1
ALF.EXE	67994	0C23757C	DOS00472	ALF - The First Adventure (1987).zip						ALFTheFi\					1
ANTS.EXE	129670	B6A30E6D	DOS00473	Aliants - The Desperate Battle for Earth (1988).zip			GO.BAT	17	81CE480B	aliants\					1
AIW.EXE	46005	2A4183CB	DOS00474	Alice in Wonderland (1989).zip						aliceif\					1
ALIEN.BAS	2304	6FC321A1	DOS00475	Alien (1982).zip			ALIEN.BAT	18	FC4FBFDF	alienif\					1
aliens.exe	69690	06501CB2	DOS00476	Alien Attack (1993).zip						AlienAtt\					1
ALIEN.EXE	183351	D68ABBA7	DOS00477	Alien Breed (1993).zip			run.bat	450	900B12DE	AlienBre\					1
TACD.iso	147838976	4BE85533	DOS00478	Alien Breed - Tower Assault (1994).zip		Image				AlienBrT\CD\					1
ACABAL.EXE	289565	101D943E	DOS00479	Alien Cabal (1997).zip						AlienCab\					1
CARNAGE.EXE	9968	33FE3C19	DOS00480	Alien Carnage (1993).zip						AlienCar\					1
Control.exe	182245	F2755B27	DOS00481	Alien Fires 2199 AD (1987).zip			Af2199.bat	128	39C82A36	alienfi\					1
AI.COM	912	2C02B087	DOS00482	Alien Incident (1996).zip			AI.BAT	34	854B4667	ai\					1
AL.EXE	936827	B99FD7FC	DOS00483	Alien Legacy (1994).zip			run.bat	471	36E5603D	alienleg\					1
AZGAME.EXE	1108017	3FB55A5A	DOS00484	Absolute Zero (1995).zip			run.bat	775	A7B89C4F	AbZero\AZ\					1
ABUSE.EXE	1263801	E8610730	DOS00485	Abuse (1995).zip			run.bat	651	BACA3619	Abuse\Abuse\					1
PAK0.PAK	31837471	988F73EF	DOS00486	Abyss of Pandemonium (1998).zip			QUAKE.EXE	404480	CB6FCA15	AbyssofP\quake\					1
ACORDION.EXE	46336	0AF07D76	DOS00489	Accordion (1990).zip						accordi\					1
ACE.COM	64640	79B6A051	DOS00490	ACE 2 (1987).zip			ACE2.BAT	128	AC57C15A	ACE2\					1
ACE.EXE	30146	E29C89B7	DOS00491	ACE Air Combat Emulator (1986).zip						ACEAirCo\					1
ACE.EXE	122119	2F539EA2	DOS00492	Ace of Aces (1987).zip						AceofAce\					1
AODCD.EXE	20183	A6048377	DOS00494	Aces of the Deep (1994).zip			run.bat	479	6F4BC9AA	AcesotD\DYNAMIX\AODCD\					1
AIRWAR.EXE	326120	FC42D628	DOS00495	Air Warrior (1992).zip						AirWarri\					1
Aisle.z5	122368	B90F8FBF	DOS00496	Aisle (1999).zip			frotz.exe	129024	57987597	aisle\					1
AJAX.EXE	2725	3D552F87	DOS00497	Ajax (1989).zip						ajax\					1
GO.EXE	92985	799A6703	DOS00498	A.J.'s World of Discovery (1992).zip						AJsWorld\					1
ALBION.EXE	19342	81DADB5E	DOS00500	Albion (1995).zip			run.bat	691	B0F801E5	albion\					1
ATZ.EXE	70016	337DA3E9	DOS00501	Alcatraz (1992).zip						Alcatraz\					1
AGST1B.EXE	315784	F5CBA1B9	DOS00502	Alcor Trivia Pro Classic Star Trek, The (Star-Log I) (1992).zip			AGST1.BAT	26	37DBCD66	TheAlcor\					1
Aldo.exe	64847	5FE7BEA0	DOS00503	Aldo's Adventure (1987).zip						AldosAdv\					1
ALESHAR.EXE	227302	BCDD733B	DOS00504	Aleshar - The World of Ice (1997).zip						aleshar\					1
START.EXE	73934	8C695E73	DOS00519	Bubble Bobble also featuring Rainbow Islands (1996).zip			run.bat	1122	EB379D43	BubbBRI\acclaim\bubble\					1
BUSTMOVE.EXE	104814	9911CC97	DOS00520	Bubble Crack (1995).zip						bublcrk\					1
BUBBLE.EXE	137552	BF4C0048	DOS00521	Bubble Dizzy (1993).zip						BubbleDi\					1
BUBBLE.EXE	37396	D23F9E92	DOS00522	Bubble Ghost (1988).zip						bublghst\					1
Bubble.exe	160096	C561E472	DOS00523	Bubble Pop (1997).zip						BubblePo\					1
START.EXE	67619	B1EA29FA	DOS00524	Buck Rogers - Countdown to Doomsday (1990).zip						brcdoom\					1
START.EXE	78208	A8A84CBB	DOS00525	Buck Rogers - Matrix Cubed (1992).zip						BRmatrix\					1
SWBB.EXE	116879	BD2B1381	DOS00526	Budget Baseball (1990).zip						BudBaseB\					1
BUDO.COM	31687	49585C90	DOS00527	Budokan The Martial Spirit (1989).zip			run.bat	784	1FFD8836	BudokanT\					1
C&D.EXE	196645	8BF8B41D	DOS00528	Car & Driver (1992).zip			run.bat	448	F3CBBE69	CarDrive\					1
Cards.exe	49152	93F02F1B	DOS00529	Card Sharks (1988).zip						cardshks\					1
CARGO.EXE	73405	6ADEEF85	DOS00530	Cargo Bay Deluxe (1995).zip						cargodlx\cargobay\					1
OLYMPICS.EXE	102744	4FCB2624	DOS00532	Carl Lewis Challenge, The (1992).zip			CARL.BAT	180	EA0F7C07	TheCarlL\					1
CARLOS.EXE	53984	8725BE05	DOS00533	Carlos (1994).zip						Carlos\					1
CARLOS.EXE	251408	94A14D1E	DOS00534	Carlos Sainz (1990).zip						CarlosSa\					1
MAINPROG.EXE	1311622	CF172204	DOS00536	Carmageddon Max Pack (1998).zip			run.bat	1484	C590F4C6	Carmaged\					1
