Identification FileName	Size	CRC32	eXoID	ZIP	Boot	Image	StartingExe	StartingExeSize	StartingExeCRC	IDFileFolder	Rowstart	Rowlines	eXoDOS entry?	Same ID, Name and Size	Unique File
expo.bas	34935	9730BA50	DOS07559	Expo (1990).zip			BASICA.COM	942	5978F665	Expo90\					1
DEMO3.BAS	21120	982EF116	DOS07560	Compaq-DOS (1983).zip			run.bat	512	04D4E336	CompqDOS\					1
QUANTOID.EXE	99546	9F67BA1E	DOS07564	Quantoids of Nebulus IV (1987).zip						QuanONIV\					1
FLIP.EXE	28800	3AAEC65E	DOS07565	FLIP-ELLO (1982).zip						flipello\					1
animac.exe	150248	DFE58183	DOS07566	ANIMAC (1991).zip			run.bat	338	BA4A1CDB	ANIMAC\					1
UH.EXE	141989	AF2FC558	DOS07567	Violent Vengeance - The Universe Hero (1995).zip						ViolVeng\					1
QUAD.EXE	62080	EEA88EA9	DOS07568	Quad (1984).zip						Quad1984\					1
VIRUS.EXE	38400	FA62E835	DOS07569	Virus Rage (1983).zip						VirsRage\					1
PLEBS.EXE	28424	D6C8CDAD	DOS07570	PLEBS (1989).zip						Plebs89\					1
JOE.EXE	99611	8CD34746	DOS07571	Joe (1998).zip						Joe1998\					1
batfish.exe	122643	BBC46969	DOS07574	Batfish (1991).zip						Batfish\					1
ALDO3.EXE	26220	B99BCDD9	DOS07575	Aldo's Assault (1991).zip						AldoAss\					1
RING.D$$	52893	05593B57	DOS07576	Ring des Nibelungen, Der (1993).zip			RING.BAT	10	DAC463A5	DRdNibel\					1
TAMORET.D$$	156816	61D326EC	DOS07577	Tamoret - The Adventure to the Fourth Dimension (1995).zip			TAMORET.BAT	13	C895830F	Tamoret\					1
WEEKEND.D$$	91044	28D86BE9	DOS07579	Weekend Survival (1995).zip			WEEKEND.BAT	13	C4CBD2A2	WeekSurv\					1
STORMS.D$$	111942	BF0F0A25	DOS07580	Storms I (1993).zip			STORMS.BAT	12	42EF5CE3	StormsI\					1
THE-GAME.D$$	139968	13DB6800	DOS07581	Whatever We Decide to Call this Game (1993).zip			THE-GAME.BAT	14	7B8D19E1	WWDtCTG\					1
WB.D$$	194643	3696AA24	DOS07582	Wraith Blaster (1993).zip			WB.BAT	632	726345C9	WraBlast\					1
SPLEEN.EXE	72737	A303D3F6	DOS07583	Captain Spleen (1996).zip						CapSpln\					1
SPLEEN2.EXE	51393	1D7B24D5	DOS07584	Captain Spleen 2 (1997).zip						CapSpln2\					1
H44Q.com	3121	E121448D	DOS07585	Residence 44 Quest (1999).zip						Res4499\					1
SPOC.COM	312	1EFAD01E	DOS07586	SPOC the Chess Master (1983).zip						SPOC\					1
FORTUNE.BAS	8103	E8E06612	DOS07587	IBM PC Wheel of Fortune (1984).zip			FORTUNE.BAT	16	9E0342DD	IBMWoF\					1
PRINCE.EXE	159968	D377ADE5	DOS07588	Prince (1989).zip						Prince89\					1
RememberTommorow.bin	461173104	E5F0894A	DOS07591	Remember Tomorrow (1998).zip			GO.BAT	87	5F0B31EE	RemTom98\remember\					1
DA2.EXE	48543	7A0A75EE	DOS07593	Dark Ages (1991).zip						DarkAges\2\					1
DA3.EXE	48326	A3BF475E	DOS07594	Dark Ages (1991).zip						DarkAges\3\					1
DA1.EXE	48611	3870E512	DOS07595	Dark Ages (1991).zip						DarkAges\1\					2
GAME.EXE	114079	E0DA6767	DOS07597	Sony Game (1990).zip			SONY.BAT	30	360E7647	SonyGame\					1
COLUMBUS.DAT	76032	5A4EF2D0	DOS07598	Starship Columbus (1986).zip			COLUMBUS.BAT	17	0B9FA356	StrColum\					1
ALPHA.EXE	72132	155BCCFA	DOS07601	Alpha Build (1986).zip						AlphBuil\					1
DIDDLE.BAS	11008	A951ED59	DOS07603	Hey Diddle Diddle (1983).zip			RUN.BAT	38	86B12BC5	HeyDidl\					1
BA.EXE	18688	6AEFA1B3	DOS07605	Colossus X Backgammon (1992).zip			EBACK.BAT	16	B30561CE	ColXbkgm\					1
FLYNN.ISO	4126720	D2041660	DOS07606	Flynn Sprint (1996).zip		Image				FlynSpri\CD\					1
NICO.EXE	158832	5A25EF56	DOS07607	Nicolausi (1995).zip			NICO.BAT	22	0173D66C	Nicolaus\					1
DR.EXE	58432	417D2792	DOS07608	Colossus X Draughts (1993).zip			EDRAUGHT.BAT	16	2B566F3D	ColXdrts\					1
TETRIS.EXE	63307	0395781D	DOS07609	Tetris (1992).zip						TetHVB92\					1
PAC.EXE	66804	69A9B645	DOS07610	Pac (1992).zip						Pac1992\					1
SCHIETEN.EXE	63712	94448C94	DOS07614	Schieten (1991).zip						Schieten\					1
SPELL.EXE	87538	294540FD	DOS07619	Henrietta's Book of Spells (1990).zip			SPELLS.BAT	63	47C93269	HBoS90\					1
LOGO.BAS	4291	1F38E30B	DOS07622	Memory Castle (1984).zip						MemCastl\					1
PCHSDRM.EXE	152799	F0284FE7	DOS07625	Peach's Dream (1999).zip						PeachDrm\					1
RAGOR_V.EXE	527062	3ED2EDCE	DOS07626	Escape from Ragor (1994).zip						EscRagor\					1
CLEARER.EXE	59524	1982FF30	DOS07627	Clearer (1991).zip						Clearer\					1
MAIN.EXE	45952	6FF8F41C	DOS07628	Run for the Money (1984).zip						RunMon84\					1
TENNIS.EXE	71520	80AE2C85	DOS07629	Center Court Tennis (1991).zip						CCTennis\					1
ROBOT.EXE	49246	F47C8825	DOS07630	Game of Robot (1986).zip						GameRobo\					1
BRIDGE.EXE	389984	ECF30C5A	DOS07636	Bridge Champion with Omar Sharif (1993).zip						brdgchmp\bchamp\					1
PCTENNIS.EXE	59208	532909BA	DOS07642	PC-Tennis (1991).zip						PcTenn91\					1
GET5_43C.EXE	109724	76BF277E	DOS07649	Get 5 (1998).zip						Get5\					1
BRICKS.COM	1553	C910F91C	DOS07650	Bricks Gold (1997).zip						BricksGd\					1
GO.EXE	68953	35935498	DOS07651	Yogi Bear visits the National Parks (1990).zip						YogiPark\					1
COLOR.BAS	852	06707BE4	DOS07653	Arithmetic Games Set 2 (1981).zip			AUTOEXEC.BAT	15	1588181A	arithgs2\					1
SYREECNJ.EXE	75076	1D907102	DOS07654	Kingdom of Syree II, The - Black Magic (1994).zip			SYREE2.BAT	64	AD0F6005	KingSyr2\					1
DASH.EXE	48370	75D931B3	DOS07656	Boulder Dash Remake (1996).zip						BDRemak\					1
TRONLC.EXE	26864	00DC01F5	DOS07658	Tron Light Cycles (1983).zip						Tron1983\					1
HEX.EXE	32668	CB1731CA	DOS07659	Hex (1983).zip						hex83\					1
TIAOCHI.EXE	40704	C9B0D10F	DOS07660	Tiao Ch'i (1983).zip						tiaochi\					1
TETRIS.EXE	120055	D61AD5FF	DOS07661	Tetris Gold Professional (1998).zip						TeGoPro\tetris\					1
DRIESTER.EXE	55514	A4BE0C34	DOS07662	Driester (1991).zip						Driest91\					1
PHAGE.EXE	102586	A51AEF01	DOS07663	Phagefight (1992).zip						phagfite\phage\					1
GIANA.EXE	58360	DFEBB006	DOS07665	Giana Sisters (1996).zip						giana\					2
GAMES.EXE	44106	F8EEB7B3	DOS07666	Space Games (1986).zip						SGKP1986\					1
STARDUEL.EXE	60140	0EB0AFB8	DOS07667	Starduel (1991).zip						Starduel\					1
SINARIA.EXE	225287	C998D0D9	DOS07668	Sinaria - Lost in Space (1994).zip						Sinaria\					1
INVADERS.EXE	87838	BAF57185	DOS07670	TIE Invaders (1996).zip						TIEInvad\					1
SQUIRM.EXE	30080	AB17126A	DOS07671	Squirm (1982).zip						squirm\					1
KEEP.EXE	4992	24B19D69	DOS07672	Karkoth's Keep (1983).zip						Karkkeep\					1
COP.EXE	1010473	016BF0FB	DOS07674	A.D Cop Overseas Mission (1997).zip			run.bat	840	F4425FBC	ADCop\ADCop\					1
sideline.BIN	673779792	30D8B917	DOS07677	SideLine (1996).zip		Image	run.bat	1366	E7A79ABA	SidLin96\sideline\					1
TERROID.EXE	400555	ECE56F34	DOS07678	Terroid (1996).zip						Terroid\					1
CRW_~.EXE	1898	598CCA3A	DOS07684	CRW - Metal Jacket (1995).zip			run.bat	385	1DDD274E	CRWMeJa\					1
PINBALL.EXE	37477	11757643	DOS07686	Cyborgirl (1995).zip						cyborgir\EPICPIN\					1
FLOOR1.IM	61965	A4CC5DED	DOS07687	Gavrila (1995).zip			GAVRILA.BAT	14	98CA70D1	Gavrila\					1
1993.EXE	52480	131A0E7F	DOS07689	1993 (1992).zip						1993\					1
TREK73.EXE	258080	783DB59F	DOS07690	Trek73 (1985).zip						Trek73\					1
KALAH.EXE	35856	19A58A80	DOS07691	Kalah (1993).zip						kalah93\					1
PARANOID.COM	26046	8D166236	DOS07692	Paranoid (1993).zip						Paranoid\					1
CORNER.EXE	98208	E59B3047	DOS07693	From Corner to Corner (1993).zip			run.bat	463	C1807BD7	FromCtoC\					1
SEA.EXE	50198	2E480B0A	DOS07694	Battle on the Black Sea, The (1992).zip						BotBS92\					1
NINE.EXE	147184	FEA23780	DOS07695	Nine (1994).zip						nine94\					1
WORLDS.EXE	238648	A22FD80E	DOS07696	Worlds at War - Conflict in the Cosmos (1991).zip						WaWCitC\					1
BB.EXE	77134	B8DA64D2	DOS07700	Basketball Challenge (1987).zip						BskBllCh\					1
PRESENTS.EXE	16896	1E3509EF	DOS07701	Tycoon - The Commodity Market Simulation (1983).zip			START.BAT	41	9EBA3AD0	TycTCMS\					1
PRESENTS.EXE	19456	AD78F3AD	DOS07702	Baron - The Real Estate Simulation (1983).zip			PRESENTS.EXE	19456	DF1E2FB5	baron83\					1
BJ.COM	35840	0FFF160E	DOS07704	Ken Uston's Professional Blackjack (1982).zip						KUPBJ82\					1
BUSYWORKS.img	309582000	A2C5FFEA	DOS07705	Richard Scarry's How Things Work in Busytown (1994).zip			HTW.BAT	29	2ECE165B	Busytow2\htw\					1
TANKD.EXE	90696	18E420E6	DOS07707	Tanks' Destroyer (1993).zip						TankDest\					1
VETKA.EXE	103136	A8932048	DOS07708	Vetka (1992).zip						Vetka\					1
SKATE.EXE	131400	832C55A7	DOS07710	Skate Boarding (1998).zip						SktBrd98\					1
SCLAUS.EXE	64014	0E9A0BD6	DOS07711	God Jul! (1994).zip						GodJul\SCLAUS\					1
VAGON.EXE	107550	A2C57D71	DOS07715	Choo Choo Minder (1993).zip						ChooChoo\					1
DATA0.IM	277997	94A34AFA	DOS07716	Circus (1995).zip			PLAY.BAT	14	CA6FDB90	Circus95\					1
DATA0.IM	676859	A770A7D0	DOS07720	Vira!!! (1995).zip			PLAY.BAT	16	DC849804	Vira!!!\					1
CATCHER.EXE	75398	D72606EC	DOS07721	Catcher (1994).zip						Catcher\					1
DROPPER.EXE	34256	B286DEF9	DOS07722	Dropper (1991).zip						Drop1991\					1
WILDS.EXE	109824	45002091	DOS07723	Zmeelov (1992).zip						Zmeelov\Snake\					1
maglab.exe	15459	A08C7C10	DOS07724	MLabyrinth (1993).zip						mlab93\					1
KAV.EXE	193568	33494F92	DOS07725	Isaac Asimov - Science Adventure (1992).zip						IAsciAdv\SCIENCE\					1
SKYCAT.EXE	14954	819AA5FA	DOS07726	Sky Cat (1991).zip						SkyCat91\					1
SNAKEWIN.EXE	88498	7897157D	DOS07728	SnakeWinder (1990).zip						SnakWind\					1
EGGERLND.EXE	88159	4FB2CDA5	DOS07735	Eggerland 3 (1991).zip						Eggerlan\					1
JUNGLE.EXE	5980	52FBFEF9	DOS07737	Rudyard Kipling's The Jungle Book (1995).zip			JUNGLE.BAT	64	B977988F	RKJunBk\					1
INTRMILE.EXE	7641	75B5770B	DOS07738	1000 Miler (1987).zip						1000mile\					1
GALACTIX.COM	53767	AD525109	DOS07739	Galactix (1988).zip						Galact88\					1
GTIX2.COM	48267	D387F968	DOS07740	Galactix II - The Search for the Lost Orbs (1991).zip						Galacti2\					1
Ctw.exe	46386	94279D31	DOS07742	Ernie's Magic Shapes (1987).zip						ErniMS87\					1
NUC.EXE	69862	CAB87CA8	DOS07743	Nuclear Bowls (1990).zip			BOWLS.BAT	24	6F5EE05B	NukeBowl\					1
POKER.EXE	42748	75BA2BD3	DOS07746	Poker Relay (1990).zip						PkrRelay\					1
GAMEBIOS.EXE	46409	FC11E6DA	DOS07749	Bon Bon Paradise (1997).zip			RUN.BAT	345	E972AB05	bonbon97\					1
spww2.exe	2423139	7FD6077C	DOS07758	SPWW2 (1999).zip			spww2.BAT	38	592FA770	SPWW2\					1
DASH.EXE	4195	761588BB	DOS07759	New Dash Dimension, The (1995).zip						NewDash\					1
BABYTYPE.EXE	98320	240687D4	DOS07765	BabyType (1994).zip						BabyType\					1
HQ.EXE	280697	6B75ADF2	DOS07766	Titans of Steel (1998).zip			ToS.bat	656	9B1E384D	TitOStel\					1
LOCMAN.EXE	58348	2720B92C	DOS07767	Locman I (1991).zip						LocmanI\					1
2048.com	256	8576F613	DOS07769	2048x2048 (2016).zip						20482048\					1
REALBLJK.EXE	66852	99E9B99B	DOS07770	Edward O. Thorp's Real Blackjack (1990).zip						EoTrBJ\					1
FIGHT.EXE	116760	25F333EC	DOS07771	Fistfight (1995).zip			GO.BAT	58	712BF563	FistFite\					1
KA.LNK	170649	2883ABE6	DOS07772	Bug Adventure (1994).zip			run.bat	580	F34557FC	BugAdv\bug\					1
IPXMAS.EXE	7619224	9BE0CA68	DOS07775	Interpose X-mas Greetings (1996).zip						IXMASG\					1
BDEMO.EXE	3968	61EA0A1B	DOS07776	Baron Baldric - A Grave Overture (1992).zip						BaldricO\					1
LOD.EXE	293020	E15ADE38	DOS07777	Lords of Doom - Part One - The Black God (1996).zip						LODP196\					1
TMG.EXE	291979	DB7DD5AD	DOS07778	Too Many Geckos! (1995).zip						TMGeckos\					1
SNAKE.EXE	102756	2CD4D746	DOS07779	Snake Battle (1992).zip						snakbatt\snake\					1
REALPOKR.EXE	51190	8399786F	DOS07781	Amarillo Slim's Real Poker - 5 Card Stud (1989).zip						AmSlim5C\					1
PEGS.EXE	57356	E140D05D	DOS07785	Bez Pegs (1994).zip						BezPegs\bez\					1
DBI.EXE	214528	407BBB49	DOS07796	Deathball Incarnate (1996).zip						Deathbal\					1
ESCAPE.EXE	141008	425A575E	DOS07797	Escape from Monster-Castle (1993).zip						EscMoCa\					1
DPS.EXE	122712	B88FBE88	DOS07798	Diamond Peter (1993).zip						DiamPetr\					2
BAROLL.EXE	346856	41472FB2	DOS07801	Baroll (2001).zip						baroll\					1
MOLEFEST.EXE	316516	222F8595	DOS07802	Molefest (2002).zip						molefest\					1
drops20.exe	245396	6B5A7C4A	DOS07803	Drop of Light (2002).zip						DropsLit\					1
ANGELO.EXE	165930	CD0B6A0F	DOS07804	Super Angelo (2001).zip						SuperAng\					1
SYRE3CNJ.EXE	82210	C56AEDCC	DOS07805	Kingdom of Syree III, The - The Depths of Hell (1998).zip						KingSyr3\					1
AGGR.EXE	166803	A2122AC6	DOS07807	Electronic Aggravation (1991).zip						ElecAggr\					1
ISCONQ.EXE	57771	0E7D0949	DOS07808	Island Conquest I (1995).zip						IslCq1\					1
X-TEC.EXE	108208	421894BD	DOS07809	Real Fighter (1995).zip						RFight95\					1
FIGHTER.EXE	78280	8.51E+07	DOS07810	Jinyong Fighter (1995).zip			F.BAT	48	13054FCE	Jinyong\					1
DF.EXE	515479	2A87EF85	DOS07812	Fighting Dragon (1996).zip			run.bat	619	1088643A	FiteDrag\					1
FIGHTER.EXE	310301	B5CC9608	DOS07813	Fighter - Taklamakan Samak-pyeon (1997).zip						FiteTSP\fighter\					1
SC2.EXE	15173	6C225F84	DOS07815	Street Count 2 Plus (1994).zip						SC2Plus\					1
CKING.EXE	494707	153B3BBB	DOS07817	Shaolin Campus Kings (1997).zip						ShaoCK\					1
VMYTH.EXE	132363	054FC374	DOS07819	Violent Myth (1994).zip			PLAY.BAT	43	39C1FC33	ViolMyth\					1
ANMFIGHT.EXE	75901	62E9CAE1	DOS07820	Violent Fighter (1992).zip			FIGHTER.BAT	522	D4AB00B7	ViolFigh\					1
FIGHT.EXE	11272	92A04E3E	DOS07821	Battle of the Martial Arts (1994).zip			RUN.bat	488	6B1725A9	BattoMA\					1
DH.EXE	115980	1166F8C5	DOS07822	Great Fighter, The (1993).zip						GreatFit\					1
Kakoong.bin	374447808	E79156AA	DOS07823	Kakoong (1997).zip		Image				Kakoong\CD\					1
GO.EXE	351340	9BF1EFE8	DOS07825	Many Faces of Go, The (1991).zip						MFofGo\					1
SP95.EXE	87084	148E4B20	DOS07826	SeoGyun 95 (1995).zip						SeoGun95\					1
SPREAD.EXE	121568	D5095BF3	DOS07827	SeoGyun (1993).zip						Seogun\					1
GAME.EXE	97030	D0B8573E	DOS07828	Fly 2020 (1995).zip			FLY.BAT	9	67F01360	fly2020\					1
MAIN.EXE	187458	AACB5572	DOS07829	Blue Falcon 2.0 (1995).zip						BF1995\					1
HADES.COM	225	1E135E90	DOS07830	Hades (1996).zip			run.bat	727	CDE2C452	Hades\					1
DRAGON.EXE	13179	AE6687F3	DOS07831	Dragon Tuka 3D (1996).zip						DrTuka3D\tuka3d\					1
MAIN.EXE	93512	E73A9062	DOS07832	Time on Target (1995).zip			TOT.BAT	223	A73A90F4	TimeTarg\Time\					1
FEEDBACK.EXE	103490	652AC234	DOS07833	Feedback (1995).zip						Feedback\					1
HERO.EXE	821437	6E548379	DOS07834	3DHero (1997).zip						3DHero\3Dhero\					1
DUCK.EXE	49402	08FB8547	DOS07836	Bulsajo Duck (1998).zip						BDuck\DUCK\					1
MF2.EXE	134032	8AB6ADB9	DOS07837	Mega Force 2 (1995).zip			run.bat	471	3DE2B22D	MegaFor2\					1
DF.EXE	5013	DB3E48FC	DOS07838	Defender of Freedom (1992).zip			run.bat	661	7D2D9D7C	DefFree\					1
ZANAC.EXE	105123	4F3A4D8F	DOS07839	Zanac (1986).zip						Zanac\					1
DRA.EXE	284273	E10F392D	DOS07840	Age of Dragon (1997).zip						AgeDrag\dragon\					1
SW3.EXE	103824	9712FE59	DOS07841	Starwars 2 (1995).zip			PLAY.BAT	146	DACEA762	SWARS2\					1
OURSTAR.EXE	25141	355C7221	DOS07842	GoGo!! Our Star (1994).zip						GoGoOS\					1
UFO.EXE	376070	B6E77C12	DOS07843	UFO Invasion (1997).zip						UFOInvad\					1
GALAXY6.EXE	106750	34C58E56	DOS07844	Galaxy Fighter (1996).zip			run.bat	240	A1A75514	GalxFite\					1
AIR.EXE	6158	C9767CF7	DOS07845	Domo (1993).zip						Domo1993\					1
SIBAL4.EXE	138781	E9A0C28C	DOS07848	Sibal Monkey Adventure 4 (1995).zip						SibalM4\					1
SIBAL3.EXE	41520	A7C87BC2	DOS07849	Sibal Monkey Adventure 3 (1995).zip						SibalM3\					1
SIBAL2.EXE	138781	E9A0C28C	DOS07850	Sibal Monkey Adventure 2 (1995).zip						SibalM2\					1
SIBAL.EXE	79437	D79D1C08	DOS07851	Sibal Monkey Adventure (1995).zip						SibalM1\					1
LANG.EXE	23423	153F584C	DOS07854	Shooting Langrisser 2 (1998).zip						ShootL2\					1
SCEG.EXE	159322	94124FC0	DOS07855	SungSegi (1994).zip						SungSegi\					1
GAME.EXE	49056	3F359DF3	DOS07856	Silent Operation III - The Impossible Mission Under Water (1995).zip						SOP3IMUW\					1
SHITFGHT.EXE	41584	EAAF4D20	DOS07857	Shit Fighter (1997).zip						ShitFite\					1
40080.EXE	130895	BD7F2766	DOS07858	40080 (1995).zip						40080\					1
PLAY.EXE	417768	97B985B8	DOS07859	Caveman Volleyball (1996).zip						VBallHomi\					2
FK.EXE	140506	84F59CE6	DOS07861	Funky Ball (1995).zip						FunkBall\					1
BOWLING.COM	411	AFCD0E71	DOS07862	Pokso Bowling (1995).zip			run.bat	628	94869361	PoksoB\					1
BOXING.EXE	619944	628988F0	DOS07863	Total Knockout Boxing (1995).zip						TKOCFB\					1
ESPN.EXE	459243	000BA8B7	DOS07868	ESPN NBA Airborne 95 (1995).zip						ESPNAB95\					1
A.EXE	92480	2FEE2954	DOS07869	4 Balls Billiards (1993).zip			run.bat	320	54237A45	4BallB\					1
PLAY.EXE	395457	963A044B	DOS07870	Super Dog Story (1997).zip						SDogStry\					1
MECA.EXE	673659	8CF2812D	DOS07871	Mechanic War (1995).zip						MechaWar\					1
WARKURRE.EXE	322059	3F4D5A6C	DOS07873	WarKurre (2000).zip						warkurre\					1
LASTHERO.EXE	110064	E79205D4	DOS07874	Last Hero in China (1995).zip			run.bat	661	DFF70EA4	LaHeChin\					1
PANGMAN.EXE	334872	37684975	DOS07875	Hopang Man (1993).zip						Hopang\					1
FRACAS.EXE	189433	4D9CDB81	DOS07877	Fracas (1997).zip						Fracas\					1
FMJ2.EXE	205130	E99B15AC	DOS07879	Full Metal Jacket 2 (1996).zip						FMJack2\					1
TG.EXE	72160	0688D3BD	DOS07883	Rabbit and Turtle (1994).zip						RabTut94\					1
CGCG.EXE	273631	4A16710A	DOS07887	Cheon'gong Cheon'gi (1995).zip						CheoGong\					1
DINO.EXE	77232	60D18BA9	DOS07890	Dino (1993).zip						EarthRO\					1
IMPACT.EXE	393623	E00DF830	DOS07892	Impact (1996).zip						Impact96\					1
_EB.EXE	37008	FA8E3AFA	DOS07893	Electro Body (1992).zip			EB.BAT	26	2183DAFD	elecbody\					1
LARS.COM	1586	605D0AF7	DOS07894	Lars The Wanderer (1995).zip						LarsWand\					1
INTER.EXE	14234	1D711432	DOS07895	Interrupt (1995).zip						Interupt\game\inter\					1
BOBO.iso	18245632	A89304BC	DOS07896	Brave Bubble Dragon (1997).zip		Image				BraveBD\CD\					1
YOGHO.EXE	136320	BB115332	DOS07897	Yogho! Yogho! (1996).zip						Yogho\					1
B2.EXE	86048	DDBB168B	DOS07898	King's Valley 2 (1980).zip			PLAY.BAT	15	6CED585A	KingVal2\					1
AlienTerminator.bin	604144128	8574C276	DOS07899	Alien Terminator (1997).zip		Image				AlieTerm\CD\					1
EF2.EXE	92516	8DEF8F55	DOS07900	Emerald Fantasy 2 (1997).zip						EmeFant2\					1
ICEKISS.EXE	673869	1C9A9890	DOS07905	Ice Kiss (1997).zip						IceKiss\					1
ICEMAN.EXE	27228	89592115	DOS07906	Ice Man (1996).zip						Ice-Man\					1
Dooly.iso	202043392	2EDE6268	DOS07907	Dooly the Little Dinosaur (1996).zip		Image				Dooly\CD\					1
SMWDX.EXE	578039	B4A6E4E4	DOS07909	Super Mario World DX (2002).zip						SMarioDX\					1
SF2.EXE	70556	205B525F	DOS07913	Sword Fight II (1994).zip						SwordF2\					1
BW.EXE	251427	1DF8F0BD	DOS07915	Bumping Warrior (1994).zip			run.bat	619	C8E63329	BumpWarr\					1
VAMP.BIN	677526528	B0C160FC	DOS07916	Vamp One-Half (1998).zip		Image				Vamp12\CD\					1
MINO.EXE	13211	B7DB5FFA	DOS07917	Mino's Adventure (1997).zip						MinosAdv\					1
MARY.EXE	322531	E679BA54	DOS07919	Sister Mary (1992).zip			PLAY.BAT	179	37A798B6	SistMary\					1
MM2.EXE	165335	87CB60BD	DOS07922	Mad Mac II (1995).zip						MadMac2\					1
MYLOVE_CD.bin	349511904	9641B83C	DOS07923	My Love (1996).zip		Image				MyLove\CD\					1
ROBOTCD.EXE	257416	0DBE3AE3	DOS07925	Robot Hunter (1994).zip			run.bat	625	73457B6F	RoboHunt\					1
LRL.EXE	32416	0F4DC72B	DOS07926	Lode Runner Live (1995).zip						LRL95\					1
REON.EXE	15731	77FE3C4C	DOS07927	Reon's Adventure (1994).zip						ReonAdv\					1
RUSTY.COM	448	4F7BE8C7	DOS07928	Rusty (1993).zip			PLAY.BAT	12	9D6F20A9	Rusty93\					1
G.EXE	50087	7BE915C2	DOS07929	Mole (1994).zip						Mole94\					1
PIG.EXE	21962	F1C3131B	DOS07930	Pig Pooyan (1995).zip						PigPooya\					1
LOADER.EXE	77872	90281F1C	DOS07932	Coba on the Run 1 (1995).zip			run.bat	688	3DF256B3	CobaRun1\					1
COBA.EXE	49728	674B84CA	DOS07933	Coba on the Run 2 (1995).zip			run.bat	460	125127A0	CobaRun2\					1
ACT.EXE	1152	ADF5BFB4	DOS07935	Action Fighter (1994).zip						ActFiSS\					1
KMAN.EXE	181039	24BE7F93	DOS07936	Ant Man (1995).zip						AntMan\					1
ROF.EXE	126864	04B96333	DOS07937	Revenge of Frogger (1995).zip						RevFrog\					1
SAF.BIN	394460976	5581E8A5	DOS07938	SAF - Secret Armored Force (1997).zip		Image				SAF97\CD\					1
PB.EXE	36525	63689336	DOS07939	Puzzle Bobble (1994).zip						PuzBob\					1
GANADA.EXE	132046	F3F6C02B	DOS07941	Sin-Ganada (1994).zip						SinGanad\2\					1
HEXAVGA.EXE	26469	4C6440A8	DOS07942	Hexa (1991).zip						Hexa\					1
DUPLE_GM.EXE	93488	72D78A11	DOS07943	Hot Time 2 (1992).zip			PLAY.BAT	31	8A347F1A	HotTime2\					1
DINO.EXE	96593	95B9868D	DOS07944	Puzzle Storybook (1988).zip						PuzzStry\FIRSTBYT\PSB\					2
CLONE.EXE	384437	0C8FA4C3	DOS07945	Clone (1997).zip						Clone97\					1
KOREA.EXE	63824	676EFE74	DOS07946	Korean Tetris (1990).zip						KoreaTet\					1
KOREA2.EXE	130877	E29766A5	DOS07947	Korean Tetris II (1992).zip						KoreaTe2\					1
COCHESE.EXE	62004	A5072068	DOS07948	Cochese (1994).zip						Cochese\					1
SOK.EXE	15148	6F88B990	DOS07949	Chang Go ji Gi (1993).zip						ChangGo\					1
OXYDMGG.EXE	341786	DA46A520	DOS07951	Oxyd magnum! Gold (1998).zip		Image				OxydGold\DOS\TEMP\OXYDMGG\					1
G5.EXE	207664	FD40F065	DOS07952	Princess Bubble (1998).zip						PrinBubb\balls\					1
soko94sw.exe	131600	C96B341B	DOS07953	Sokoban 1994 (1994).zip						Soko94\					1
4S.EXE	68096	10F341B6	DOS07954	SaChun (1990).zip			MAJAK.BAT	46	BF1C210B	Sichuan1\					1
TT.EXE	11647	34964D4A	DOS07955	SaChun 3 (1994).zip						Sichuan3\					1
MAIN.EXE	31211	3103B0F3	DOS07956	Box Olympic (1993).zip			MAINV.BAT	10	413E74E9	BoxOlym\					1
BWBW.EXE	138099	10E777A0	DOS07957	BangWool (1995).zip						BangWool\					1
MJTETRIS.EXE	149337	C20AF741	DOS07958	Mahjong Tetris (1993).zip			MJ.BAT	44	F9B1D9A9	MahTet\					1
HEXA.EXE	104776	FC12CD6C	DOS07959	Toki Suni Hexa (1995).zip						TokiHexa\					1
kingsv.exe	30124	2788E502	DOS07964	King's Valley (1995).zip						KingVall\					1
BBLOOD-M.EXE	153333	FE703509	DOS07965	Blood Boiled High School (1998).zip			PLAY.BAT	34	B8195D5E	HighScho\					1
RISHGAR.EXE	59810	0949A3ED	DOS07966	Rygar (1996).zip						Rygar96\					1
KungFu.exe	31956	8F435C9C	DOS07967	Yie Ar Kung Fu (1985).zip						YieAirKF\					1
ANTADV.EXE	56854	AAA8FBFB	DOS07968	Antarctic Adventure (1984).zip						AntAdv\					1
Goonies.exe	43628	398CB7D5	DOS07969	Goonies, The (1986).zip						Goonies\					1
VGAL.EXE	30517	5DC68223	DOS07973	Covox Lemmings Demo (1992).zip			LEMMINGS.BAT	544	F1BACE2F	CovoxLem\					1
game.exe	54513	4F5B28AD	DOS07978	Stormy World - The Three Kingdoms (1995).zip						StormyWo\					1
King Kong 10.iso	38598656	06B1FEFF	DOS07979	King Kong 10 (1996).zip		Image				KinKon10\CD\					1
MARS.EXE	602841	E77F6BE3	DOS07980	Mars 3D (1997).zip			RUN.BAT	634	201BB4B3	Mars3D\					1
CAR_WAR.EXE	509476	9F165EDB	DOS07981	Overlord Maniac Car (1997).zip						OverMC\car\					1
